,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.689,0.5263,0.0588,0.1667,0.087,0.0878,0.9742
0_1,0.6026,0.4969,0.0,0.0,,-0.0112,0.9741
0_2,0.6599,0.5925,0.1875,0.6,0.2857,0.3287,0.9815
0_3,0.5328,0.5281,0.0625,0.1667,0.0909,0.0912,0.9754
0_4,0.6049,0.5931,0.1875,0.75,0.3,0.3697,0.9828
0_5,0.4558,0.4981,0.0,0.0,,-0.0086,0.9766
0_6,0.4949,0.5244,0.0588,0.1111,0.0769,0.0667,0.9704
0_7,0.5026,0.5263,0.0588,0.1667,0.087,0.0878,0.9741
0_8,0.638,0.6158,0.2353,0.5714,0.3333,0.3586,0.9803
0_9,0.5996,0.5863,0.1765,0.5,0.2609,0.2887,0.9791
0_Mean,0.578,0.5488,0.1026,0.3033,0.1902,0.1659,0.9769
0_SD,0.0775,0.0436,0.0856,0.2739,0.1138,0.1526,0.0039
Mean,0.578,0.5488,0.1026,0.3033,0.1902,0.1659,0.9769
SD,0.0775,0.0435,0.0856,0.2739,0.1138,0.1526,0.0039
