,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7632,0.555,0.1176,0.25,0.16,0.1596,0.9741
0_1,0.6858,0.6433,0.2941,0.4545,0.3571,0.3549,0.9778
0_2,0.5567,0.5563,0.1176,0.3333,0.1739,0.1883,0.9766
0_3,0.6322,0.5832,0.1765,0.2727,0.2143,0.2061,0.9729
0_4,0.5941,0.5538,0.1176,0.2,0.1481,0.1396,0.9716
0_5,0.5213,0.525,0.0588,0.125,0.08,0.0725,0.9716
0_6,0.4932,0.4962,0.0,0.0,,-0.0126,0.9716
0_7,0.4993,0.5256,0.0588,0.1429,0.0833,0.0794,0.9729
0_8,0.5684,0.5857,0.1765,0.4286,0.25,0.2655,0.9778
0_9,0.6189,0.5244,0.0588,0.1111,0.0769,0.0667,0.9704
0_Mean,0.5933,0.5549,0.1176,0.2318,0.1715,0.152,0.9737
0_SD,0.0854,0.0418,0.0832,0.145,0.0924,0.1077,0.0027
Mean,0.5933,0.5548,0.1176,0.2318,0.1715,0.152,0.9737
SD,0.0854,0.0418,0.0832,0.145,0.0923,0.1077,0.0027
