,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7369,0.7222,0.6594,0.6,0.625,,0.6122,0.3204,0.6667,15,23,9,10
0_1,0.7688,0.6804,0.7481,0.84,0.6562,,0.7368,0.4962,0.7368,21,21,11,4
0_2,0.5931,0.5136,0.6194,0.52,0.5909,,0.5532,0.2434,0.6316,13,23,9,12
0_3,0.765,0.7101,0.7506,0.72,0.72,,0.72,0.5012,0.7544,18,25,7,7
0_4,0.7337,0.6317,0.7038,0.72,0.6429,,0.6792,0.4045,0.7018,18,22,10,7
0_5,0.8225,0.7635,0.775,0.8,0.7143,,0.7547,0.5459,0.7719,20,24,8,5
0_6,0.7675,0.6744,0.7263,0.64,0.7273,,0.6809,0.4612,0.7368,16,26,6,9
0_7,0.7552,0.6525,0.7083,0.6667,0.6667,,0.6667,0.4167,0.7143,16,24,8,8
0_8,0.6914,0.6261,0.5833,0.5417,0.52,,0.5306,0.1659,0.5893,13,20,12,11
0_9,0.8724,0.8232,0.7865,0.7917,0.7308,,0.76,0.5685,0.7857,19,25,7,5
0_Mean,0.7507,0.6798,0.7061,0.684,0.6594,,0.6694,0.4124,0.7089,16.9,23.3,8.7,7.8
0_SD,0.0743,0.0842,0.0668,0.1098,0.0683,,0.0809,0.1322,0.0629,2.766867462592951,1.888562063228706,1.888562063228706,2.699794230842212
Mean,0.7506,0.6798,0.7061,0.684,0.6594,,0.6694,0.4124,0.7089,16.9,23.3,8.7,7.8
SD,0.0743,0.0842,0.0668,0.1098,0.0683,,0.0809,0.1322,0.0629,2.7669,1.8886,1.8886,2.6998
