,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.904,0.0236,0.4959,0.0,0.0,,,-0.0047,0.9891,0,728,6,2
0_1,0.9496,0.0605,0.7452,0.5,0.125,,0.2,0.2462,0.9891,1,727,7,1
0_2,0.9557,0.0295,0.4966,0.0,0.0,,,-0.0043,0.9905,0,729,5,2
0_3,0.9952,0.5868,0.748,0.5,0.25,,0.3333,0.3511,0.9946,1,731,3,1
0_4,0.9067,0.0208,0.4939,0.0,0.0,,,-0.0058,0.9851,0,725,9,2
0_5,0.9455,0.0278,0.4959,0.0,0.0,,,-0.0047,0.9891,0,728,6,2
0_6,0.8535,0.0095,0.498,0.0,0.0,,,-0.0033,0.9932,0,731,3,2
0_7,1.0,1.0,0.9952,1.0,0.125,,0.2222,0.3519,0.9905,1,727,7,0
0_8,0.9932,0.0833,0.9959,1.0,0.1429,,0.25,0.3764,0.9918,1,728,6,0
0_9,0.9305,0.0096,0.4959,0.0,0.0,,,-0.0033,0.9905,0,728,6,1
0_Mean,0.9434,0.1851,0.646,0.3,0.0643,,0.2514,0.1299,0.9903,0.4,728.2,5.8,1.3
0_SD,0.0468,0.3358,0.2107,0.4216,0.09,,0.0583,0.1766,0.0026,0.5163977794943223,1.8135294011647258,1.8135294011647258,0.8232726023485646
Mean,0.9434,0.1851,0.646,0.3,0.0643,,0.2514,0.1299,0.9904,0.4,728.2,5.8,1.3
SD,0.0468,0.3358,0.2107,0.4216,0.09,,0.0583,0.1766,0.0026,0.5164,1.8135,1.8135,0.8233
