,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8255,0.5846,0.8274,0.6923,0.2308,,0.3462,0.3843,0.9581,9,768,30,4
0_1,0.8599,0.6266,0.7939,0.6154,0.2667,,0.3721,0.3911,0.9667,8,776,22,5
0_2,0.8261,0.643,0.8593,0.75,0.2647,,0.3913,0.433,0.9654,9,773,25,3
0_3,0.9166,0.4478,0.8587,0.75,0.2571,,0.383,0.4263,0.9642,9,772,26,3
0_4,0.7243,0.5683,0.7604,0.5385,0.3333,,0.4118,0.4119,0.9753,7,783,14,6
0_5,0.8867,0.7137,0.8336,0.6923,0.3103,,0.4286,0.4513,0.9704,9,777,20,4
0_6,0.791,0.4526,0.717,0.4615,0.2143,,0.2927,0.2985,0.9642,6,775,22,7
0_7,0.77,0.5197,0.7579,0.5385,0.28,,0.3684,0.3748,0.9704,7,779,18,6
0_8,0.7467,0.589,0.7889,0.6154,0.2105,,0.3137,0.3433,0.9568,8,767,30,5
0_9,0.7627,0.6128,0.8355,0.6923,0.3462,,0.4615,0.4784,0.9741,9,780,17,4
0_Mean,0.811,0.5758,0.8033,0.6346,0.2714,,0.3769,0.3993,0.9666,8.1,775.0,22.4,4.7
0_SD,0.063,0.0833,0.0476,0.0976,0.047,,0.051,0.0529,0.0062,1.1005049346146119,5.120763831912406,5.378971401051816,1.3374935098492586
Mean,0.8109,0.5758,0.8033,0.6346,0.2714,,0.3769,0.3993,0.9666,8.1,775.0,22.4,4.7
SD,0.063,0.0833,0.0476,0.0976,0.047,,0.051,0.0529,0.0062,1.1005,5.1208,5.379,1.3375
