,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.4858,0.0053,0.4975,0.0,0.0,,,-0.0043,0.9914,0,807,4,3
0_1,0.7135,0.6679,0.8327,0.6667,0.6667,,0.6667,0.6654,0.9975,2,810,1,1
0_2,0.9252,0.0295,0.4963,0.0,0.0,,,-0.0052,0.9889,0,805,6,3
0_3,0.4568,0.0022,0.4957,0.0,0.0,,,-0.0046,0.9889,0,804,7,2
0_4,0.7793,0.5021,0.7463,0.5,0.1429,,0.2222,0.2641,0.9914,1,805,6,1
0_5,0.6831,0.3435,0.666,0.3333,0.5,,0.4,0.4065,0.9963,1,809,1,2
0_6,0.8613,0.6691,0.8315,0.6667,0.4,,0.5,0.5142,0.9951,2,807,3,1
0_7,0.7523,0.3386,0.6648,0.3333,0.25,,0.2857,0.2856,0.9938,1,807,3,2
0_8,0.851,0.3405,0.663,0.3333,0.1429,,0.2,0.2139,0.9902,1,804,6,2
0_9,0.5313,0.3357,0.6642,0.3333,0.2,,0.25,0.2547,0.9926,1,806,4,2
0_Mean,0.704,0.3234,0.6558,0.3167,0.2302,,0.3607,0.259,0.9926,0.9,806.4,4.1,1.9
0_SD,0.1641,0.2499,0.1277,0.254,0.228,,0.172,0.2269,0.003,0.7378647873726218,2.0110804171997807,2.1317702607092643,0.7378647873726218
Mean,0.704,0.3234,0.6558,0.3167,0.2302,,0.3607,0.259,0.9926,0.9,806.4,4.1,1.9
SD,0.1641,0.2499,0.1277,0.254,0.228,,0.172,0.2269,0.003,0.7379,2.0111,2.1318,0.7379
