,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6606,0.2587,0.6134,0.25,0.0556,,0.0909,0.1079,0.9728,1,713,17,3
0_1,0.6161,0.0072,0.4918,0.0,0.0,,,-0.0095,0.9782,0,718,12,4
0_2,0.963,0.0791,0.8196,0.6667,0.0909,,0.16,0.2392,0.9714,2,710,20,1
0_3,0.5237,0.0073,0.4836,0.0,0.0,,,-0.0118,0.9632,0,706,24,3
0_4,0.8685,0.0863,0.8231,0.6667,0.1176,,0.2,0.2741,0.9782,2,715,15,1
0_5,0.7425,0.0141,0.4897,0.0,0.0,,,-0.0093,0.9754,0,715,15,3
0_6,0.7598,0.3384,0.6509,0.3333,0.0417,,0.0741,0.1083,0.9659,1,707,23,2
0_7,0.8292,0.0167,0.4904,0.0,0.0,,,-0.0089,0.9768,0,716,14,3
0_8,0.9826,0.2444,0.8237,0.6667,0.125,,0.2105,0.2829,0.9795,2,716,14,1
0_9,0.6114,0.007,0.4904,0.0,0.0,,,-0.0089,0.9768,0,716,14,3
0_Mean,0.7558,0.1059,0.6177,0.2583,0.0431,,0.1471,0.0964,0.9738,0.8,713.2,16.8,2.4
0_SD,0.1549,0.1262,0.1524,0.3054,0.0516,,0.0622,0.1262,0.0055,0.9189365834726815,4.1311822359545785,4.131182235954578,1.0749676997731399
Mean,0.7557,0.1059,0.6177,0.2583,0.0431,,0.1471,0.0964,0.9738,0.8,713.2,16.8,2.4
SD,0.1549,0.1262,0.1524,0.3054,0.0516,,0.0622,0.1262,0.0055,0.9189,4.1312,4.1312,1.075
