,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6125,0.7347,0.55,0.6,0.6,,0.6,0.1,0.5556,6,4,4,4
0_1,0.55,0.6172,0.45,0.4,0.5,,0.4444,-0.1,0.4444,4,4,4,6
0_2,0.6234,0.7829,0.6299,0.5455,0.75,,0.6316,0.2548,0.6111,6,5,2,5
0_3,0.6623,0.8213,0.5325,0.6364,0.6364,,0.6364,0.0649,0.5556,7,3,4,4
0_4,0.8143,0.9006,0.6857,0.8,0.7273,,0.7619,0.3825,0.7059,8,4,3,2
0_5,0.7143,0.7736,0.6857,0.8,0.7273,,0.7619,0.3825,0.7059,8,4,3,2
0_6,0.4929,0.617,0.4714,0.8,0.5714,,0.6667,-0.0738,0.5294,8,1,6,2
0_7,0.5286,0.5921,0.6357,0.7,0.7,,0.7,0.2714,0.6471,7,4,3,3
0_8,0.4857,0.5286,0.4857,0.4,0.5714,,0.4706,-0.0286,0.4706,4,4,3,6
0_9,0.4714,0.6582,0.4429,0.6,0.5455,,0.5714,-0.1177,0.4706,6,2,5,4
0_Mean,0.5955,0.7026,0.5569,0.6282,0.6329,,0.6245,0.1136,0.5696,6.4,3.5,3.7,3.8
0_SD,0.1116,0.1178,0.0956,0.1514,0.0882,,0.108,0.1962,0.0955,1.505545305418162,1.1785113019775793,1.1595018087284057,1.5491933384829668
Mean,0.5955,0.7026,0.5569,0.6282,0.6329,,0.6245,0.1136,0.5696,6.4,3.5,3.7,3.8
SD,0.1116,0.1178,0.0955,0.1514,0.0882,,0.108,0.1962,0.0956,1.5055,1.1785,1.1595,1.5492
