,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6947,0.0412,0.6627,0.375,0.0769,,0.1277,0.1506,0.9441,3,689,36,5
0_1,0.8146,0.0891,0.7307,0.5,0.125,,0.2,0.2346,0.9563,4,697,28,4
0_2,0.8524,0.2866,0.6647,0.375,0.0833,,0.1364,0.1584,0.9482,3,692,33,5
0_3,0.861,0.28,0.7959,0.625,0.1724,,0.2703,0.3155,0.9632,5,701,24,3
0_4,0.6828,0.0384,0.5321,0.1111,0.0286,,0.0455,0.0331,0.9427,1,690,34,8
0_5,0.6692,0.0661,0.6689,0.375,0.1,,0.1579,0.1771,0.9563,3,697,27,5
0_6,0.7032,0.0552,0.6043,0.25,0.0625,,0.1,0.1061,0.9508,2,694,30,6
0_7,0.8224,0.1009,0.7258,0.5,0.1026,,0.1702,0.2091,0.9467,4,689,35,4
0_8,0.6708,0.5064,0.7334,0.5,0.1429,,0.2222,0.2531,0.9617,4,700,24,4
0_9,0.746,0.2534,0.6626,0.375,0.0769,,0.1277,0.1506,0.944,3,688,36,5
0_Mean,0.7517,0.1717,0.6781,0.3986,0.0971,,0.1558,0.1788,0.9514,3.2,693.7,30.7,4.9
0_SD,0.078,0.1546,0.0742,0.1449,0.0415,,0.0641,0.0794,0.0075,1.1352924243950933,4.808557187163549,4.738729318662921,1.3703203194062978
Mean,0.7517,0.1717,0.6781,0.3986,0.0971,,0.1558,0.1788,0.9514,3.2,693.7,30.7,4.9
SD,0.078,0.1546,0.0741,0.1449,0.0415,,0.064,0.0794,0.0075,1.1353,4.8086,4.7387,1.3703
