,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7499,0.2428,0.769,0.5882,0.2,,0.2985,0.3204,0.9421,10,755,40,7
0_1,0.556,0.2073,0.5881,0.2353,0.0784,,0.1176,0.104,0.9261,4,748,47,13
0_2,0.5999,0.1003,0.6563,0.3529,0.1579,,0.2182,0.212,0.947,6,763,32,11
0_3,0.7672,0.2749,0.7139,0.4706,0.1905,,0.2712,0.2766,0.947,8,761,34,9
0_4,0.8442,0.4048,0.7959,0.6471,0.2,,0.3056,0.3371,0.9384,11,751,44,6
0_5,0.7949,0.1657,0.6967,0.4375,0.1667,,0.2414,0.2469,0.9457,7,760,35,9
0_6,0.876,0.4196,0.7158,0.4706,0.2051,,0.2857,0.2889,0.9507,8,763,31,9
0_7,0.7123,0.3058,0.7107,0.4706,0.1702,,0.25,0.2584,0.9408,8,755,39,9
0_8,0.7723,0.4262,0.7752,0.5882,0.25,,0.3509,0.3642,0.9544,10,764,30,7
0_9,0.7702,0.2995,0.7477,0.5294,0.25,,0.3396,0.3446,0.9568,9,767,27,8
0_Mean,0.7443,0.2847,0.7169,0.479,0.1869,,0.2679,0.2753,0.9449,8.1,758.7,35.9,8.8
0_SD,0.0996,0.1102,0.0615,0.121,0.0494,,0.0673,0.0769,0.0088,2.0789954839350235,6.165315167216605,6.436872946806806,2.043961295567452
Mean,0.7443,0.2847,0.7169,0.479,0.1869,,0.2679,0.2753,0.9449,8.1,758.7,35.9,8.8
SD,0.0996,0.1102,0.0615,0.121,0.0494,,0.0673,0.0769,0.0088,2.079,6.1653,6.4369,2.044
