,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7953,0.0555,0.605,0.25,0.0645,,0.1026,0.1084,0.9522,2,695,29,6
0_1,0.4612,0.0102,0.4841,0.0,0.0,,,-0.0189,0.9577,0,701,23,8
0_2,0.6526,0.052,0.6008,0.25,0.0541,,0.0889,0.0957,0.944,2,689,35,6
0_3,0.5963,0.0215,0.5432,0.125,0.0345,,0.0541,0.046,0.9522,1,696,28,7
0_4,0.7225,0.0912,0.6702,0.375,0.1071,,0.1667,0.1846,0.959,3,699,25,5
0_5,0.7617,0.2375,0.7189,0.5,0.0816,,0.1404,0.1821,0.9331,4,679,45,4
0_6,0.8019,0.0658,0.664,0.375,0.0811,,0.1333,0.1557,0.9467,3,690,34,5
0_7,0.8237,0.2255,0.7508,0.5556,0.1136,,0.1887,0.2326,0.9413,5,684,39,4
0_8,0.532,0.0477,0.5959,0.2222,0.0833,,0.1212,0.1187,0.9604,2,701,22,7
0_9,0.5448,0.0488,0.5966,0.2222,0.087,,0.125,0.122,0.9617,2,702,21,7
0_Mean,0.6692,0.0856,0.623,0.2875,0.0707,,0.1245,0.1227,0.9508,2.4,693.6,30.1,5.9
0_SD,0.1299,0.0801,0.0798,0.1676,0.0341,,0.0402,0.0726,0.0094,1.4298407059684812,7.862710869809612,7.964504588066563,1.3703203194062976
Mean,0.6692,0.0856,0.623,0.2875,0.0707,,0.1245,0.1227,0.9508,2.4,693.6,30.1,5.9
SD,0.1299,0.0801,0.0798,0.1676,0.0341,,0.0402,0.0726,0.0094,1.4298,7.8627,7.9645,1.3703
