,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8705,0.3358,0.7418,0.5,0.1429,,0.2222,0.2603,0.9809,2,718,12,2
0_1,0.8863,0.345,0.6564,0.3333,0.0625,,0.1053,0.1367,0.9768,1,715,15,2
0_2,0.5192,0.0055,0.4918,0.0,0.0,,,-0.0083,0.9795,0,718,12,3
0_3,0.5242,0.3359,0.6578,0.3333,0.0714,,0.1176,0.1472,0.9795,1,717,13,2
0_4,0.9854,0.1677,0.821,0.6667,0.1,,0.1739,0.2516,0.9741,2,712,18,1
0_5,0.8032,0.0108,0.4938,0.0,0.0,,,-0.0071,0.9836,0,721,9,3
0_6,0.9,0.4261,0.8272,0.6667,0.1818,,0.2857,0.3436,0.9864,2,721,9,1
0_7,0.7388,0.3454,0.6612,0.3333,0.1111,,0.1667,0.1869,0.9864,1,722,8,2
0_8,0.9685,0.0854,0.6612,0.3333,0.1111,,0.1667,0.1869,0.9864,1,722,8,2
0_9,0.8555,0.3281,0.8237,0.6667,0.125,,0.2105,0.2829,0.9795,2,716,14,1
0_Mean,0.8052,0.2386,0.6836,0.3833,0.0906,,0.1811,0.1781,0.9813,1.2,718.2,11.8,1.9
0_SD,0.1656,0.1562,0.1237,0.2491,0.0584,,0.0582,0.1166,0.0043,0.7888106377466155,3.3266599866332403,3.32665998663324,0.7378647873726218
Mean,0.8052,0.2386,0.6836,0.3833,0.0906,,0.1811,0.1781,0.9813,1.2,718.2,11.8,1.9
SD,0.1656,0.1562,0.1237,0.2491,0.0584,,0.0582,0.1166,0.0043,0.7888,3.3267,3.3267,0.7379
