,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7708,0.8399,0.5833,1.0,0.6154,,0.7619,0.3203,0.6429,8,1,5,0
0_1,0.9375,0.9569,0.875,0.75,1.0,,0.8571,0.75,0.8571,6,6,0,2
0_2,0.6875,0.8275,0.6458,0.625,0.7143,,0.6667,0.2887,0.6429,5,4,2,3
0_3,0.9583,0.9685,0.8125,0.625,1.0,,0.7692,0.6455,0.7857,5,6,0,3
0_4,0.75,0.808,0.7708,0.875,0.7778,,0.8235,0.5594,0.7857,7,4,2,1
0_5,0.625,0.7346,0.5625,0.625,0.625,,0.625,0.125,0.5714,5,3,3,3
0_6,0.6042,0.5891,0.6042,0.875,0.6364,,0.7368,0.2513,0.6429,7,2,4,1
0_7,0.6667,0.6311,0.5625,0.625,0.625,,0.625,0.125,0.5714,5,3,3,3
0_8,0.5778,0.7709,0.5333,0.6667,0.6667,,0.6667,0.0667,0.5714,6,2,3,3
0_9,0.675,0.6578,0.6375,0.875,0.7,,0.7778,0.3175,0.6923,7,2,3,1
0_Mean,0.7253,0.7784,0.6588,0.7542,0.736,,0.731,0.3449,0.6764,6.1,3.3,2.5,2.0
0_SD,0.1316,0.1287,0.1186,0.1409,0.1479,,0.0816,0.2328,0.1018,1.1005049346146119,1.70293863659264,1.5811388300841898,1.1547005383792515
Mean,0.7253,0.7784,0.6587,0.7542,0.7361,,0.731,0.3449,0.6764,6.1,3.3,2.5,2.0
SD,0.1316,0.1287,0.1186,0.1409,0.1479,,0.0815,0.2328,0.1018,1.1005,1.7029,1.5811,1.1547
