,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6819,0.4392,0.7092,0.4839,0.2273,,0.3093,0.2934,0.9173,15,728,51,16
0_1,0.8196,0.4881,0.7537,0.5806,0.24,,0.3396,0.3359,0.9136,18,722,57,13
0_2,0.8036,0.4387,0.7569,0.5806,0.2571,,0.3564,0.3509,0.9198,18,727,52,13
0_3,0.7521,0.3886,0.7435,0.5667,0.2152,,0.3119,0.3101,0.9073,17,717,62,13
0_4,0.7767,0.5033,0.7498,0.5806,0.2222,,0.3214,0.3196,0.9061,18,715,63,13
0_5,0.6653,0.2537,0.684,0.4516,0.1772,,0.2545,0.238,0.8986,14,713,65,17
0_6,0.6528,0.3028,0.664,0.4194,0.1548,,0.2261,0.2065,0.89,13,707,71,18
0_7,0.6535,0.327,0.6872,0.4516,0.1892,,0.2667,0.2494,0.9048,14,718,60,17
0_8,0.6748,0.4103,0.7176,0.5161,0.2025,,0.2909,0.2814,0.9036,16,715,63,15
0_9,0.8227,0.4467,0.757,0.6129,0.1979,,0.2992,0.3051,0.89,19,701,77,12
0_Mean,0.7303,0.3998,0.7223,0.5244,0.2083,,0.2976,0.289,0.9051,16.2,716.3,62.1,14.7
0_SD,0.0716,0.0817,0.0348,0.0687,0.0304,,0.0396,0.0456,0.0102,2.097617696340303,8.313977521152088,7.936553968120477,2.1628170930011112
Mean,0.7303,0.3998,0.7223,0.5244,0.2083,,0.2976,0.289,0.9051,16.2,716.3,62.1,14.7
SD,0.0715,0.0817,0.0348,0.0687,0.0304,,0.0396,0.0456,0.0102,2.0976,8.314,7.9366,2.1628
