TOX21_ERa_BLA_Antagonist_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.7159249836606457,0.14338991297525186,0.16143912949795303,0.1941158896422054
valid_tuned,0.6875417997378548,0.14287298027174117,0.16108015513897866,0.1740642072028401
test_base,0.8227580372250423,0.1993476495321544,0.2857142857142857,0.3
test_tuned,0.8108532753202804,0.23218071105015908,0.23809523809523808,0.23809523809523808
