TOX21_ESRE_BLA_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.6784721700186798,0.30011310348739495,0.23500000000000001,0.29999999999999993
valid_tuned,0.6784721700186798,0.30011310348739495,0.23500000000000001,0.29999999999999993
test_base,0.7827177382580939,0.12727609524182018,0.0,0.0
test_tuned,0.7827177382580939,0.12727609524182018,0.0,0.0
