TOX21_AR_BLA_Agonist_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.8300900176960122,0.5387199627723371,0.5458892267890569,0.5673418784123512
valid_tuned,0.834180520190302,0.5402513835477474,0.5238172664912902,0.5834034391534393
test_base,0.8519338422391858,0.533578475908974,0.52,0.5531914893617023
test_tuned,0.8405089058524173,0.5380285254114135,0.52,0.6190476190476191
