TOX21_p53_BLA_p2_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.6699559607891938,0.14063007024941876,0.1455730897580406,0.1685419823867084
valid_tuned,0.6699559607891938,0.14063007024941876,0.1455730897580406,0.1685419823867084
test_base,0.676211575740792,0.2378886547335975,0.21739130434782608,0.27027027027027023
test_tuned,0.676211575740792,0.2378886547335975,0.21739130434782608,0.27027027027027023
