NCCT_TPO_AUR_dn,AUC,AUC_PR,Recall,F1
valid_base,0.7972542885416483,0.7673485351769413,0.6539842705914856,0.6711086999775114
valid_tuned,0.7992135669061965,0.7617405589176448,0.6514726115580874,0.6647576886877259
test_base,0.655483870967742,0.5495188994592324,0.8,0.6349206349206348
test_tuned,0.6412903225806451,0.5521456317084749,0.8,0.625
