TOX21_p53_BLA_p5_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.6360073456653617,0.10469165685035434,0.1014636752136752,0.10813355227148329
valid_tuned,0.6150313119465253,0.09367154091818827,0.09026709401709401,0.10688293071509358
test_base,0.5795083184789066,0.0392147687743837,0.11764705882352941,0.125
test_tuned,0.5487967914438503,0.03406194889530452,0.11764705882352941,0.13333333333333333
