TOX21_ERa_BLA_Agonist_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.7744185551067966,0.3856566743748987,0.3680156396160894,0.4013879302281965
valid_tuned,0.7911045216451671,0.3937371291127987,0.3435417227283794,0.4091191659952271
test_base,0.798409174990751,0.44103097254212054,0.35294117647058826,0.46153846153846156
test_tuned,0.8056973732889383,0.4453776943815041,0.35294117647058826,0.42857142857142855
