TOX21_PPARg_BLA_antagonist_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.8297590691370695,0.2178015394612766,0.22185543711758546,0.25228151771874757
valid_tuned,0.8297590691370695,0.2178015394612766,0.22185543711758546,0.25228151771874757
test_base,0.8275065300381756,0.20079892549170614,0.14285714285714285,0.18749999999999997
test_tuned,0.8275065300381756,0.20079892549170614,0.14285714285714285,0.18749999999999997
