TOX21_p53_BLA_p1_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.7912946620322117,0.15958115040972778,0.15156565656565657,0.18304848660111817
valid_tuned,0.815365394959356,0.16943344191825266,0.2022474747474748,0.22994609449717807
test_base,0.7572352740892067,0.1412580031727721,0.18181818181818182,0.25000000000000006
test_tuned,0.8385540801271139,0.1369300687460411,0.18181818181818182,0.25000000000000006
