TOX21_AR_BLA_Antagonist_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.73451395188678,0.22312122318938704,0.25781247967266113,0.2765425799138227
valid_tuned,0.7307113369295244,0.2382273674176759,0.25766962444929575,0.26768404451093003
test_base,0.7912548764629388,0.35437978153685185,0.35,0.36842105263157887
test_tuned,0.8146781534460338,0.3423299344474748,0.4,0.4050632911392405
