TOX21_p53_BLA_p4_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.6652081725810512,0.1149124451729493,0.09642023611063859,0.12502015443164993
valid_tuned,0.6367277810053245,0.11084943572466252,0.16574709775948165,0.16823512802959523
test_base,0.5982367758186398,0.1277679527501267,0.11764705882352941,0.16666666666666666
test_tuned,0.5431545414135427,0.10456069058930106,0.11764705882352941,0.11428571428571428
