,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7948,0.6345,0.2778,0.4167,0.3333,0.3282,0.9753
0_1,0.8334,0.6585,0.3333,0.3158,0.3243,0.3087,0.9692
0_2,0.638,0.6332,0.2778,0.3571,0.3125,0.3013,0.9729
0_3,0.8211,0.6535,0.3158,0.4615,0.375,0.3697,0.9753
0_4,0.9417,0.8878,0.7895,0.5769,0.6667,0.666,0.9815
0_5,0.789,0.6798,0.3684,0.5,0.4242,0.4176,0.9766
0_6,0.888,0.7568,0.5263,0.5,0.5128,0.501,0.9766
0_7,0.8132,0.6856,0.3889,0.3333,0.359,0.3443,0.9691
0_8,0.7454,0.608,0.2222,0.4444,0.2963,0.3036,0.9765
0_9,0.8305,0.7481,0.5,0.75,0.6,0.6054,0.9852
0_Mean,0.8095,0.6946,0.4,0.4656,0.4204,0.4146,0.9758
0_SD,0.0809,0.0832,0.1673,0.1292,0.1296,0.1324,0.0049
Mean,0.8095,0.6946,0.4,0.4656,0.4204,0.4146,0.9758
SD,0.0809,0.0832,0.1673,0.1292,0.1296,0.1324,0.0049
