,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.827,0.5244,0.0588,0.1111,0.0769,0.0667,0.9705
0_1,0.6273,0.4975,0.0,0.0,,-0.01,0.9754
0_2,0.5422,0.5887,0.1875,0.2727,0.2222,0.2133,0.9741
0_3,0.6257,0.5262,0.0625,0.1111,0.08,0.0696,0.9717
0_4,0.6864,0.5594,0.125,0.2857,0.1739,0.1785,0.9766
0_5,0.5036,0.525,0.0625,0.0909,0.0741,0.06,0.9692
0_6,0.6646,0.525,0.0588,0.125,0.08,0.0725,0.9717
0_7,0.5943,0.5219,0.0588,0.0769,0.0667,0.0499,0.9655
0_8,0.6661,0.6389,0.2941,0.2778,0.2857,0.2701,0.9692
0_9,0.7032,0.5782,0.1765,0.1579,0.1667,0.1481,0.9631
0_Mean,0.644,0.5485,0.1085,0.1509,0.1362,0.1119,0.9707
0_SD,0.09,0.0425,0.0876,0.0971,0.0796,0.0868,0.0042
Mean,0.644,0.5485,0.1084,0.1509,0.1362,0.1119,0.9707
SD,0.09,0.0425,0.0876,0.0971,0.0795,0.0868,0.0042
