,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8429,0.6671,0.3636,0.3429,0.3529,0.3249,0.9459
0_1,0.8774,0.727,0.4848,0.4,0.4384,0.4143,0.9496
0_2,0.7801,0.6227,0.2812,0.2432,0.2609,0.2289,0.9372
0_3,0.8325,0.6208,0.2812,0.225,0.25,0.2171,0.9335
0_4,0.8976,0.6259,0.2812,0.2812,0.2812,0.2518,0.9433
0_5,0.8559,0.6865,0.4062,0.3333,0.3662,0.3393,0.9446
0_6,0.7967,0.5921,0.2188,0.2059,0.2121,0.1789,0.936
0_7,0.8154,0.6383,0.3125,0.2632,0.2857,0.2548,0.9384
0_8,0.8375,0.6803,0.3939,0.3333,0.3611,0.333,0.9433
0_9,0.8495,0.6455,0.3333,0.25,0.2857,0.2538,0.9323
0_Mean,0.8386,0.6506,0.3357,0.2878,0.3094,0.2797,0.9404
0_SD,0.0352,0.0397,0.0778,0.0619,0.0681,0.0709,0.0057
Mean,0.8386,0.6506,0.3357,0.2878,0.3094,0.2797,0.9404
SD,0.0352,0.0397,0.0778,0.0619,0.0681,0.0709,0.0057
