,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7284,0.6148,0.25,0.2727,0.2609,0.2396,0.958
0_1,0.7552,0.6445,0.3043,0.3684,0.3333,0.3173,0.9654
0_2,0.5816,0.5179,0.0435,0.1429,0.0667,0.0643,0.9654
0_3,0.6745,0.539,0.087,0.2222,0.125,0.1237,0.9654
0_4,0.7094,0.5992,0.2174,0.25,0.2326,0.2123,0.9592
0_5,0.6535,0.5608,0.1304,0.3,0.1818,0.1828,0.9666
0_6,0.6744,0.5333,0.087,0.1111,0.0976,0.075,0.9543
0_7,0.6763,0.6017,0.2174,0.3125,0.2564,0.2428,0.9642
0_8,0.7621,0.6154,0.25,0.2857,0.2667,0.2464,0.9592
0_9,0.7406,0.6142,0.25,0.2609,0.2553,0.2331,0.9567
0_Mean,0.6956,0.5841,0.1837,0.2526,0.2076,0.1937,0.9614
0_SD,0.0551,0.0429,0.089,0.0773,0.0862,0.0818,0.0044
Mean,0.6956,0.5841,0.1837,0.2526,0.2076,0.1937,0.9614
SD,0.0551,0.0429,0.0889,0.0773,0.0862,0.0819,0.0044
