,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.9823,0.4986,0.0,0.0,,-0.0027,0.9946
0_1,0.6717,0.7493,0.5,0.5,0.5,0.4986,0.9973
0_2,0.9441,0.4993,0.0,0.0,,-0.0019,0.9959
0_3,0.3515,0.5,0.0,,,0.0,0.9986
0_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0_5,0.3556,0.5,0.0,,,0.0,0.9986
0_6,0.6501,0.4986,0.0,0.0,,-0.0027,0.9946
0_7,0.5539,0.4993,0.0,0.0,,-0.0019,0.9959
0_8,0.9297,0.7486,0.5,0.3333,0.4,0.4063,0.9959
0_9,0.6685,0.4966,0.0,0.0,,-0.0043,0.9905
0_Mean,0.7107,0.599,0.2,0.2292,0.6333,0.1891,0.9962
0_SD,0.2464,0.1751,0.3496,0.3666,0.3215,0.3425,0.0027
Mean,0.7107,0.599,0.2,0.2292,0.6333,0.1891,0.9962
SD,0.2464,0.1751,0.3496,0.3666,0.3215,0.3425,0.0027
