,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7016,0.5789,0.2041,0.2222,0.2128,0.1643,0.9082
0_1,0.768,0.598,0.2449,0.2449,0.2449,0.196,0.9082
0_2,0.8126,0.6537,0.3469,0.3617,0.3542,0.3134,0.9231
0_3,0.7074,0.5829,0.2041,0.2564,0.2273,0.1846,0.9156
0_4,0.7249,0.6122,0.2653,0.2955,0.2796,0.236,0.9169
0_5,0.6677,0.6098,0.25,0.3429,0.2892,0.255,0.9267
0_6,0.7521,0.6037,0.2708,0.2131,0.2385,0.1856,0.8969
0_7,0.7436,0.6083,0.2708,0.2407,0.2549,0.2051,0.9056
0_8,0.7399,0.5999,0.25,0.24,0.2449,0.196,0.9081
0_9,0.7212,0.5981,0.2292,0.3056,0.2619,0.2247,0.923
0_Mean,0.7339,0.6045,0.2536,0.2723,0.2608,0.2161,0.9132
0_SD,0.0397,0.0204,0.0409,0.0513,0.0399,0.0434,0.0094
Mean,0.7339,0.6045,0.2536,0.2723,0.2608,0.2161,0.9132
SD,0.0397,0.0204,0.0409,0.0513,0.0399,0.0434,0.0094
