,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6869,0.6238,0.56,0.5833,0.5714,0.2487,0.6316
0_1,0.7231,0.6881,0.72,0.6207,0.6667,0.3735,0.6842
0_2,0.6306,0.5975,0.32,0.6667,0.4324,0.2373,0.6316
0_3,0.73,0.635,0.52,0.619,0.5652,0.2777,0.6491
0_4,0.7656,0.6819,0.52,0.7222,0.6047,0.3883,0.7018
0_5,0.7356,0.6794,0.64,0.64,0.64,0.3588,0.6842
0_6,0.7319,0.6775,0.48,0.75,0.5854,0.392,0.7018
0_7,0.7852,0.6823,0.5833,0.6667,0.6222,0.3727,0.6964
0_8,0.6654,0.6042,0.4583,0.5789,0.5116,0.2178,0.625
0_9,0.8919,0.7865,0.6667,0.8421,0.7442,0.5988,0.8036
0_Mean,0.7346,0.6656,0.5468,0.669,0.5944,0.3466,0.6809
0_SD,0.0717,0.0549,0.1153,0.082,0.0851,0.1115,0.0529
Mean,0.7346,0.6656,0.5468,0.669,0.5944,0.3466,0.6809
SD,0.0717,0.0549,0.1153,0.082,0.0851,0.1115,0.0529
