,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8277,0.7553,0.5294,0.375,0.439,0.4316,0.9717
0_1,0.743,0.6132,0.2353,0.3636,0.2857,0.2805,0.9754
0_2,0.705,0.6126,0.2353,0.3333,0.2759,0.2672,0.9741
0_3,0.6949,0.6702,0.3529,0.375,0.3636,0.3506,0.9741
0_4,0.829,0.729,0.4706,0.4444,0.4571,0.4454,0.9766
0_5,0.74,0.6168,0.25,0.2353,0.2424,0.2268,0.9692
0_6,0.818,0.6714,0.3529,0.4286,0.3871,0.3771,0.9766
0_7,0.8224,0.7277,0.4706,0.4,0.4324,0.4207,0.9741
0_8,0.7321,0.7021,0.4118,0.5385,0.4667,0.4611,0.9803
0_9,0.7788,0.6721,0.3529,0.4615,0.4,0.3925,0.9778
0_Mean,0.7691,0.677,0.3662,0.3955,0.375,0.3654,0.975
0_SD,0.0526,0.0516,0.1048,0.0814,0.0808,0.0817,0.0031
Mean,0.7691,0.677,0.3662,0.3955,0.375,0.3654,0.975
SD,0.0526,0.0516,0.1048,0.0814,0.0808,0.0818,0.0031
