,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8233,0.6155,0.2381,0.5,0.3226,0.3323,0.9714
0_1,0.774,0.5597,0.1364,0.2,0.1622,0.144,0.9577
0_2,0.8137,0.6073,0.2273,0.3571,0.2778,0.2675,0.9645
0_3,0.8502,0.6279,0.2727,0.3333,0.3,0.2821,0.9618
0_4,0.8315,0.5847,0.1905,0.2105,0.2,0.1778,0.9563
0_5,0.8066,0.6632,0.3333,0.5833,0.4242,0.4289,0.974
0_6,0.8124,0.6155,0.2381,0.5,0.3226,0.3323,0.9713
0_7,0.8028,0.6092,0.2381,0.2632,0.25,0.2293,0.959
0_8,0.7903,0.6092,0.2381,0.2632,0.25,0.2293,0.959
0_9,0.7827,0.5609,0.1429,0.1667,0.1538,0.1312,0.9549
0_Mean,0.8088,0.6053,0.2255,0.3377,0.2663,0.2555,0.963
0_SD,0.023,0.0309,0.0582,0.1449,0.0823,0.0931,0.0069
Mean,0.8088,0.6053,0.2256,0.3377,0.2663,0.2555,0.963
SD,0.023,0.0309,0.0582,0.1449,0.0823,0.0931,0.007
