,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7786,0.7536,0.52,0.5652,0.5417,0.5281,0.9728
0_1,0.8057,0.8349,0.68,0.68,0.68,0.6698,0.9802
0_2,0.7992,0.7891,0.6,0.4688,0.5263,0.5134,0.9666
0_3,0.7872,0.693,0.4,0.4762,0.4348,0.42,0.9678
0_4,0.7648,0.7904,0.6,0.5,0.5455,0.5319,0.9691
0_5,0.7571,0.6955,0.4,0.5882,0.4762,0.4718,0.9728
0_6,0.7985,0.6717,0.36,0.4091,0.383,0.3654,0.9641
0_7,0.8308,0.7517,0.52,0.5,0.5098,0.4939,0.9691
0_8,0.7863,0.773,0.56,0.56,0.56,0.546,0.9728
0_9,0.86,0.8404,0.6923,0.6667,0.6792,0.6685,0.979
0_Mean,0.7968,0.7593,0.5332,0.5414,0.5336,0.5209,0.9714
0_SD,0.0305,0.0583,0.1166,0.0872,0.0942,0.0956,0.0052
Mean,0.7968,0.7593,0.5332,0.5414,0.5337,0.5209,0.9714
SD,0.0305,0.0583,0.1166,0.0872,0.0942,0.0956,0.0052
