,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8489,0.5577,0.125,0.125,0.125,0.1153,0.9809
0_1,0.7172,0.614,0.25,0.1111,0.1538,0.153,0.97
0_2,0.6409,0.4917,0.0,0.0,,-0.0136,0.9727
0_3,0.7292,0.6229,0.25,0.4,0.3077,0.3104,0.9877
0_4,0.8088,0.5486,0.1111,0.0909,0.1,0.0881,0.9754
0_5,0.5835,0.5563,0.125,0.1,0.1111,0.1008,0.9781
0_6,0.7476,0.5556,0.125,0.0909,0.1053,0.095,0.9768
0_7,0.8067,0.559,0.125,0.1667,0.1429,0.1362,0.9836
0_8,0.72,0.6195,0.25,0.2,0.2222,0.214,0.9809
0_9,0.7708,0.6827,0.375,0.3,0.3333,0.3272,0.9836
0_Mean,0.7373,0.5808,0.1736,0.1585,0.1779,0.1527,0.979
0_SD,0.0798,0.0537,0.1062,0.116,0.089,0.1047,0.0054
Mean,0.7374,0.5808,0.1736,0.1585,0.1779,0.1526,0.979
SD,0.0798,0.0537,0.1062,0.116,0.089,0.1047,0.0054
