,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7554,0.559,0.125,0.1667,0.1429,0.1362,0.9836
0_1,0.4682,0.4938,0.0,0.0,,-0.0117,0.9768
0_2,0.7587,0.5563,0.125,0.1,0.1111,0.1008,0.9781
0_3,0.7143,0.5597,0.125,0.2,0.1538,0.1508,0.985
0_4,0.7242,0.5584,0.125,0.1429,0.1333,0.1247,0.9822
0_5,0.7888,0.6153,0.25,0.125,0.1667,0.164,0.9727
0_6,0.7573,0.5556,0.125,0.0909,0.1053,0.095,0.9768
0_7,0.7864,0.5493,0.1111,0.1,0.1053,0.0937,0.9768
0_8,0.7718,0.6049,0.2222,0.1818,0.2,0.19,0.9781
0_9,0.7352,0.607,0.2222,0.25,0.2353,0.2267,0.9822
0_Mean,0.726,0.5659,0.1431,0.1357,0.1504,0.127,0.9792
0_SD,0.0938,0.0357,0.0723,0.0695,0.0446,0.065,0.0039
Mean,0.726,0.5659,0.143,0.1357,0.1504,0.127,0.9792
SD,0.0939,0.0357,0.0723,0.0695,0.0446,0.065,0.0038
