,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8071,0.5475,0.1,0.2,0.1333,0.134,0.984
0_1,0.7914,0.5975,0.2,0.3333,0.25,0.2511,0.9852
0_2,0.8368,0.5956,0.2,0.2222,0.2105,0.2015,0.9815
0_3,0.7752,0.4956,0.0,0.0,,-0.0104,0.9791
0_4,0.7517,0.5455,0.0909,1.0,0.1667,0.2996,0.9877
0_5,0.9156,0.5417,0.0909,0.1429,0.1111,0.1043,0.9803
0_6,0.736,0.5909,0.1818,1.0,0.3077,0.424,0.9889
0_7,0.8216,0.5865,0.1818,0.2222,0.2,0.1911,0.9803
0_8,0.8453,0.6357,0.2727,0.75,0.4,0.4482,0.9889
0_9,0.8613,0.5494,0.1,0.5,0.1667,0.2197,0.9877
0_Mean,0.8142,0.5686,0.1418,0.4371,0.2162,0.2263,0.9844
0_SD,0.0539,0.0398,0.0788,0.3609,0.0911,0.1397,0.0039
Mean,0.8142,0.5686,0.1418,0.4371,0.2162,0.2263,0.9844
SD,0.0539,0.0398,0.0788,0.3609,0.0911,0.1397,0.0038
