,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7375,0.675,0.6,0.75,0.6667,0.35,0.6667
0_1,0.6625,0.6125,0.6,0.6667,0.6316,0.2236,0.6111
0_2,0.5455,0.5325,0.6364,0.6364,0.6364,0.0649,0.5556
0_3,0.6234,0.539,0.3636,0.6667,0.4706,0.0806,0.5
0_4,0.8714,0.8,0.6,1.0,0.75,0.6179,0.7647
0_5,0.7,0.5786,0.3,0.75,0.4286,0.1823,0.5294
0_6,0.6857,0.6786,0.5,0.8333,0.625,0.3678,0.6471
0_7,0.6357,0.6357,0.7,0.7,0.7,0.2714,0.6471
0_8,0.7143,0.6857,0.8,0.7273,0.7619,0.3825,0.7059
0_9,0.4,0.4214,0.7,0.5385,0.6087,-0.1823,0.4706
0_Mean,0.6576,0.6159,0.58,0.7269,0.6279,0.2359,0.6098
0_SD,0.1241,0.1047,0.1539,0.1241,0.1078,0.2187,0.0943
Mean,0.6576,0.6159,0.58,0.7269,0.6279,0.2359,0.6098
SD,0.124,0.1047,0.1539,0.1241,0.1078,0.2187,0.0943
