,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5628,0.5888,0.2,0.0526,0.0833,0.0919,0.9729
0_1,0.7524,0.615,0.4,0.0144,0.0278,0.0478,0.8274
0_2,0.6734,0.6733,0.4,0.0444,0.08,0.1185,0.9433
0_3,0.4339,0.5888,0.2,0.0526,0.0833,0.0919,0.9729
0_4,0.4707,0.5498,0.2,0.0122,0.023,0.0258,0.8952
0_5,0.5413,0.538,0.2,0.0099,0.0189,0.018,0.8718
0_6,0.51,0.5783,0.2,0.0278,0.0488,0.0595,0.9519
0_7,0.743,0.6064,0.25,0.0323,0.0571,0.0777,0.9593
0_8,0.4476,0.5634,0.2,0.0167,0.0308,0.0379,0.9222
0_9,0.4938,0.5894,0.2,0.0556,0.087,0.095,0.9741
0_Mean,0.5629,0.5891,0.245,0.0318,0.054,0.0664,0.9291
0_SD,0.1188,0.038,0.0832,0.0183,0.0278,0.0336,0.0498
Mean,0.5629,0.5891,0.245,0.0319,0.054,0.0664,0.9291
SD,0.1188,0.038,0.0832,0.0183,0.0278,0.0336,0.0498
