,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.3944,0.3951,0.0,0.0,,-0.0269,0.788
0_1,0.8474,0.8447,1.0,0.0087,0.0172,0.0774,0.6902
0_2,0.594,0.5981,0.5,0.0045,0.0088,0.0222,0.6957
0_3,0.3508,0.3569,0.0,0.0,,-0.0233,0.7129
0_4,0.8481,0.846,1.0,0.0044,0.0088,0.0552,0.6925
0_5,0.3215,0.3324,0.0,0.0,,-0.0262,0.6639
0_6,0.4475,0.4475,0.0,0.0,,-0.0179,0.8925
0_7,0.59,0.5938,0.5,0.0043,0.0086,0.0211,0.6871
0_8,0.5975,0.5992,0.5,0.0045,0.0089,0.0225,0.698
0_9,0.8383,0.8336,1.0,0.0081,0.0161,0.0736,0.668
0_Mean,0.583,0.5847,0.45,0.0035,0.0114,0.0178,0.7189
0_SD,0.206,0.2024,0.4378,0.0033,0.0041,0.0409,0.07
Mean,0.583,0.5847,0.45,0.0035,0.0114,0.0178,0.7189
SD,0.206,0.2024,0.4378,0.0033,0.0041,0.0408,0.07
