,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4604,0.4586,0.2632,0.0179,0.0336,-0.0264,0.6449
0_1,0.5736,0.5533,0.4211,0.0311,0.058,0.0347,0.6794
0_2,0.5819,0.5689,0.4737,0.0327,0.0612,0.044,0.6597
0_3,0.6533,0.5996,0.5263,0.0372,0.0694,0.064,0.6695
0_4,0.6279,0.594,0.5263,0.036,0.0673,0.0599,0.6584
0_5,0.5412,0.5803,0.4737,0.035,0.0652,0.0522,0.6819
0_6,0.5672,0.5525,0.4737,0.0299,0.0562,0.0329,0.6276
0_7,0.6916,0.6291,0.5789,0.0415,0.0775,0.0833,0.6769
0_8,0.6129,0.6119,0.55,0.0409,0.0761,0.0737,0.6708
0_9,0.6482,0.6226,0.5789,0.04,0.0748,0.0784,0.6642
0_Mean,0.5958,0.5771,0.4866,0.0342,0.0639,0.0497,0.6633
0_SD,0.0661,0.0495,0.0937,0.007,0.013,0.0319,0.0168
Mean,0.5958,0.5771,0.4866,0.0342,0.0639,0.0497,0.6633
SD,0.0661,0.0495,0.0936,0.007,0.013,0.0319,0.0168
