,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.667,0.5621,0.3,0.0208,0.039,0.0359,0.8177
0_1,0.597,0.6032,0.3,0.0385,0.0682,0.0773,0.899
0_2,0.4758,0.5099,0.4,0.0129,0.0251,0.0045,0.617
0_3,0.7647,0.6532,0.4,0.0506,0.0899,0.1141,0.9002
0_4,0.8193,0.6817,0.4545,0.0641,0.1124,0.1426,0.9027
0_5,0.4658,0.499,0.2727,0.0135,0.0256,-0.0005,0.7192
0_6,0.6129,0.5974,0.4545,0.0235,0.0446,0.0512,0.7365
0_7,0.5933,0.5827,0.2727,0.0337,0.06,0.0612,0.8842
0_8,0.4745,0.5176,0.3636,0.015,0.0288,0.0087,0.6675
0_9,0.5117,0.5476,0.2,0.0233,0.0417,0.0341,0.8866
0_Mean,0.5982,0.5754,0.3418,0.0296,0.0535,0.0529,0.8031
0_SD,0.1233,0.0606,0.0855,0.0171,0.0292,0.0474,0.1089
Mean,0.5982,0.5754,0.3418,0.0296,0.0535,0.0529,0.8031
SD,0.1233,0.0606,0.0855,0.0171,0.0292,0.0474,0.1089
