,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5875,0.5588,0.68,0.4857,0.5667,0.1198,0.5439
0_1,0.5212,0.5006,0.72,0.439,0.5455,0.0014,0.4737
0_2,0.5944,0.5969,0.6,0.5357,0.566,0.1923,0.5965
0_3,0.5975,0.5856,0.64,0.5161,0.5714,0.1706,0.5789
0_4,0.5944,0.61,0.72,0.5294,0.6102,0.2225,0.5965
0_5,0.6075,0.5631,0.72,0.4865,0.5806,0.1313,0.5439
0_6,0.6031,0.6275,0.88,0.5238,0.6567,0.2874,0.5965
0_7,0.4525,0.4635,0.5833,0.4,0.4746,-0.0745,0.4464
0_8,0.5547,0.5521,0.6667,0.4706,0.5517,0.1056,0.5357
0_9,0.694,0.6719,0.875,0.5526,0.6774,0.3642,0.6429
0_Mean,0.5807,0.573,0.7085,0.494,0.5801,0.152,0.5555
0_SD,0.0627,0.0604,0.1012,0.0475,0.0576,0.1282,0.0601
Mean,0.5807,0.573,0.7085,0.4939,0.5801,0.1521,0.5555
SD,0.0627,0.0604,0.1012,0.0475,0.0576,0.1282,0.0601
