,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4428,0.4925,0.0,0.0,,-0.0064,0.9823
0_1,0.6941,0.4959,0.0,0.0,,-0.0047,0.9891
0_2,0.4905,0.4959,0.0,0.0,,-0.0047,0.9891
0_3,0.7091,0.7214,0.5,0.0233,0.0444,0.0983,0.9416
0_4,0.4653,0.4653,0.0,0.0,,-0.0142,0.928
0_5,0.6958,0.6982,0.5,0.013,0.0253,0.0674,0.8954
0_6,0.451,0.4523,0.0,0.0,,-0.0169,0.9022
0_7,0.985,0.9789,1.0,0.0312,0.0606,0.173,0.9578
0_8,0.97,0.9578,1.0,0.0159,0.0312,0.1205,0.9156
0_9,0.4278,0.4809,0.0,0.0,,-0.0073,0.9605
0_Mean,0.6331,0.6239,0.3,0.0083,0.0404,0.0405,0.9462
0_SD,0.2137,0.2048,0.4216,0.0118,0.0157,0.069,0.0352
Mean,0.6331,0.6239,0.3,0.0083,0.0404,0.0405,0.9462
SD,0.2136,0.2048,0.4216,0.0118,0.0157,0.069,0.0352
