,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7195,0.6658,0.5,0.016,0.031,0.0649,0.8297
0_1,0.3288,0.4966,0.0,0.0,,-0.0061,0.9877
0_2,0.4041,0.4096,0.0,0.0,,-0.03,0.8158
0_3,0.5155,0.6167,0.3333,0.0135,0.026,0.0494,0.8977
0_4,0.1626,0.4089,0.0,0.0,,-0.0302,0.8145
0_5,0.4393,0.4644,0.0,0.0,,-0.0177,0.925
0_6,0.7416,0.5858,0.3333,0.0084,0.0164,0.0297,0.8363
0_7,0.708,0.5893,0.3333,0.0088,0.0171,0.0315,0.8431
0_8,0.8621,0.7991,0.6667,0.0385,0.0727,0.1488,0.9304
0_9,0.3235,0.4548,0.0,0.0,,-0.0202,0.9059
0_Mean,0.5205,0.5491,0.2167,0.0085,0.0326,0.022,0.8786
0_SD,0.2271,0.1254,0.2491,0.0122,0.0232,0.0562,0.059
Mean,0.5205,0.5491,0.2167,0.0085,0.0326,0.022,0.8786
SD,0.2271,0.1254,0.2491,0.0122,0.0232,0.0562,0.059
