,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7186,0.4962,0.0,0.0,,-0.0126,0.9717
0_1,0.6032,0.5563,0.1176,0.3333,0.1739,0.1883,0.9766
0_2,0.693,0.5845,0.1765,0.3333,0.2308,0.231,0.9754
0_3,0.6969,0.5269,0.0588,0.2,0.0909,0.0985,0.9754
0_4,0.6577,0.6145,0.2353,0.4444,0.3077,0.3132,0.9778
0_5,0.6207,0.5256,0.0588,0.1429,0.0833,0.0794,0.9729
0_6,0.7538,0.5557,0.1176,0.2857,0.1667,0.1725,0.9754
0_7,0.6347,0.5857,0.1765,0.4286,0.25,0.2655,0.9778
0_8,0.7735,0.5294,0.0588,1.0,0.1111,0.2401,0.9803
0_9,0.6281,0.5538,0.1176,0.2,0.1481,0.1397,0.9717
0_Mean,0.678,0.5529,0.1118,0.3368,0.1736,0.1715,0.9755
0_SD,0.0584,0.0351,0.0704,0.2689,0.0764,0.0978,0.0028
Mean,0.678,0.5529,0.1117,0.3368,0.1736,0.1716,0.9755
SD,0.0585,0.0351,0.0704,0.2689,0.0764,0.0978,0.0028
