,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7505,0.5455,0.0952,0.4,0.1538,0.1845,0.9701
0_1,0.713,0.5448,0.0952,0.3333,0.1481,0.166,0.9687
0_2,0.844,0.5434,0.0952,0.25,0.1379,0.1394,0.966
0_3,0.7538,0.5931,0.1905,0.5714,0.2857,0.3195,0.9728
0_4,0.866,0.5924,0.1905,0.5,0.2759,0.2968,0.9714
0_5,0.8288,0.5661,0.1364,0.5,0.2143,0.2503,0.9701
0_6,0.7855,0.6101,0.2273,0.5,0.3125,0.324,0.9701
0_7,0.8516,0.5441,0.0909,0.5,0.1538,0.2041,0.9701
0_8,0.8339,0.5434,0.0952,0.25,0.1379,0.1394,0.9659
0_9,0.7436,0.5455,0.0952,0.4,0.1538,0.1845,0.97
0_Mean,0.7971,0.5629,0.1312,0.4205,0.1974,0.2208,0.9695
0_SD,0.0541,0.026,0.052,0.1129,0.0689,0.0717,0.0022
Mean,0.7971,0.5628,0.1312,0.4205,0.1974,0.2209,0.9695
SD,0.0542,0.026,0.0521,0.1129,0.0689,0.0717,0.0022
