,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8855,0.8443,0.6923,0.75,0.72,0.7162,0.9914
0_1,0.9019,0.8321,0.6667,0.8,0.7273,0.7267,0.9926
0_2,0.728,0.7488,0.5,0.75,0.6,0.6078,0.9902
0_3,0.9503,0.8437,0.6923,0.6923,0.6923,0.6873,0.9902
0_4,0.9418,0.8064,0.6154,0.8,0.6957,0.6975,0.9914
0_5,0.9531,0.8455,0.6923,0.9,0.7826,0.7865,0.9938
0_6,0.8397,0.7674,0.5385,0.7,0.6087,0.6085,0.9889
0_7,0.7501,0.7289,0.4615,0.6667,0.5455,0.5488,0.9877
0_8,0.8921,0.8443,0.6923,0.75,0.72,0.7162,0.9914
0_9,0.8225,0.8455,0.6923,0.9,0.7826,0.7865,0.9938
0_Mean,0.8665,0.8107,0.6244,0.7709,0.6875,0.6882,0.9911
0_SD,0.0802,0.0455,0.0909,0.0806,0.0788,0.0779,0.002
Mean,0.8665,0.8107,0.6244,0.7709,0.6875,0.6882,0.9911
SD,0.0802,0.0455,0.0909,0.0806,0.0788,0.078,0.002
