,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8203,0.7659,0.5484,0.5667,0.5574,0.5402,0.9667
0_1,0.6818,0.671,0.3548,0.5238,0.4231,0.4129,0.9631
0_2,0.7155,0.7555,0.5161,0.8,0.6275,0.6318,0.9766
0_3,0.8026,0.8013,0.6129,0.7037,0.6552,0.6441,0.9754
0_4,0.8085,0.7536,0.5161,0.6957,0.5926,0.5858,0.9729
0_5,0.7718,0.7368,0.4839,0.6522,0.5556,0.5471,0.9704
0_6,0.8562,0.7517,0.5161,0.6154,0.5614,0.5478,0.9692
0_7,0.6814,0.6801,0.3871,0.3636,0.375,0.3496,0.9507
0_8,0.8401,0.7033,0.4194,0.5652,0.4815,0.4696,0.9655
0_9,0.7322,0.7135,0.4333,0.7222,0.5417,0.547,0.9729
0_Mean,0.771,0.7333,0.4788,0.6208,0.5371,0.5276,0.9683
0_SD,0.0645,0.0408,0.0792,0.1236,0.0875,0.0927,0.0075
Mean,0.771,0.7333,0.4788,0.6208,0.5371,0.5276,0.9683
SD,0.0645,0.0408,0.0792,0.1236,0.0875,0.0927,0.0076
