,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7979,0.5897,0.1818,0.5,0.2667,0.2961,0.9865
0_1,0.8443,0.5969,0.2,0.2857,0.2353,0.2312,0.984
0_2,0.9398,0.6988,0.4,0.6667,0.5,0.5119,0.9902
0_3,0.8207,0.55,0.1,1.0,0.1818,0.3145,0.9889
0_4,0.8803,0.5494,0.1,0.5,0.1667,0.2197,0.9877
0_5,0.8389,0.5975,0.2,0.3333,0.25,0.2511,0.9852
0_6,0.9197,0.6799,0.3636,0.5714,0.4444,0.45,0.9877
0_7,0.8445,0.5903,0.1818,0.6667,0.2857,0.3441,0.9877
0_8,0.7027,0.5909,0.1818,1.0,0.3077,0.424,0.9889
0_9,0.7889,0.5897,0.1818,0.5,0.2667,0.2961,0.9865
0_Mean,0.8378,0.6033,0.2091,0.6024,0.2905,0.3339,0.9873
0_SD,0.0679,0.0489,0.0985,0.2426,0.1059,0.0984,0.0018
Mean,0.8378,0.6033,0.2091,0.6024,0.2905,0.3339,0.9873
SD,0.0679,0.0489,0.0985,0.2426,0.1059,0.0984,0.0018
