,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6865,0.4959,0.0,0.0,,-0.0122,0.9742
0_1,0.6574,0.6476,0.3077,0.3077,0.3077,0.2952,0.9755
0_2,0.7605,0.4972,0.0,0.0,,-0.0099,0.9769
0_3,0.6495,0.6119,0.2308,0.375,0.2857,0.2844,0.9796
0_4,0.7488,0.535,0.0769,0.1667,0.1053,0.1026,0.9769
0_5,0.6929,0.6646,0.3333,0.5714,0.4211,0.4295,0.985
0_6,0.8233,0.6215,0.25,0.375,0.3,0.2969,0.981
0_7,0.8376,0.5735,0.1538,0.2857,0.2,0.1994,0.9782
0_8,0.7871,0.5336,0.0769,0.125,0.0952,0.0854,0.9741
0_9,0.7623,0.5735,0.1538,0.2857,0.2,0.1994,0.9782
0_Mean,0.7406,0.5754,0.1583,0.2492,0.2394,0.1871,0.978
0_SD,0.0665,0.0601,0.1202,0.1789,0.1104,0.1446,0.0033
Mean,0.7406,0.5754,0.1583,0.2492,0.2394,0.1871,0.978
SD,0.0665,0.06,0.1202,0.1789,0.1104,0.1446,0.0033
