,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7125,0.6202,0.3857,0.2195,0.2798,0.1892,0.8098
0_1,0.7052,0.6083,0.3286,0.2371,0.2754,0.1879,0.8345
0_2,0.6915,0.6252,0.3714,0.2453,0.2955,0.2093,0.8304
0_3,0.6979,0.6005,0.3478,0.1983,0.2526,0.1582,0.8055
0_4,0.7118,0.5882,0.2899,0.2105,0.2439,0.1534,0.8301
0_5,0.6741,0.5929,0.2857,0.2326,0.2564,0.1696,0.8411
0_6,0.7489,0.6555,0.4429,0.2627,0.3298,0.2488,0.8274
0_7,0.6759,0.5831,0.2571,0.2308,0.2432,0.1584,0.8466
0_8,0.7245,0.6037,0.3286,0.2233,0.2659,0.1754,0.826
0_9,0.6695,0.601,0.3429,0.2051,0.2567,0.1621,0.8096
0_Mean,0.7012,0.6079,0.3381,0.2265,0.2699,0.1812,0.8261
0_SD,0.0249,0.0213,0.054,0.0194,0.0267,0.0295,0.0138
Mean,0.7012,0.6079,0.3381,0.2265,0.2699,0.1812,0.8261
SD,0.0249,0.0213,0.054,0.0194,0.0267,0.0295,0.0138
