,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7023,0.5,0.0,,,0.0,0.9973
0_1,0.6955,0.5,0.0,,,0.0,0.9973
0_2,0.4332,0.5,0.0,,,0.0,0.9973
0_3,0.998,0.75,0.5,1.0,0.6667,0.7066,0.9986
0_4,0.8917,0.4993,0.0,0.0,,-0.0019,0.9959
0_5,0.6812,0.5,0.0,,,0.0,0.9973
0_6,0.4292,0.5,0.0,,,0.0,0.9973
0_7,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0_8,0.9986,0.4993,0.0,0.0,,-0.0014,0.9973
0_9,0.4189,0.4973,0.0,0.0,,-0.0027,0.9932
0_Mean,0.7249,0.5746,0.15,0.4,0.8333,0.1701,0.9971
0_SD,0.2409,0.1689,0.3375,0.5477,0.2357,0.3667,0.0018
Mean,0.7249,0.5746,0.15,0.4,0.8334,0.1701,0.9971
SD,0.2409,0.1689,0.3375,0.5477,0.2357,0.3667,0.0017
