,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.493,0.4952,0.0,0.0,,-0.0063,0.9864
0_1,0.3772,0.4986,0.0,0.0,,-0.0033,0.9932
0_2,0.7131,0.498,0.0,0.0,,-0.0041,0.9918
0_3,0.6942,0.498,0.0,0.0,,-0.0041,0.9918
0_4,0.7062,0.4986,0.0,0.0,,-0.0033,0.9932
0_5,0.8144,0.5,0.0,,,0.0,0.9946
0_6,0.8274,0.6223,0.25,0.2,0.2222,0.2189,0.9905
0_7,0.7816,0.5,0.0,,,0.0,0.9959
0_8,0.5774,0.5,0.0,,,0.0,0.9959
0_9,0.8898,0.6646,0.3333,0.25,0.2857,0.2853,0.9932
0_Mean,0.6874,0.5275,0.0583,0.0643,0.254,0.0483,0.9927
0_SD,0.1608,0.0619,0.1245,0.1107,0.0449,0.1086,0.0028
Mean,0.6874,0.5275,0.0583,0.0643,0.254,0.0483,0.9926
SD,0.1608,0.0619,0.1245,0.1107,0.0449,0.1086,0.0028
