,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7083,0.5833,1.0,0.6154,0.7619,0.3203,0.6429
0_1,0.9062,0.7708,0.875,0.7778,0.8235,0.5594,0.7857
0_2,0.7604,0.5417,0.75,0.6,0.6667,0.0913,0.5714
0_3,0.6042,0.5625,0.625,0.625,0.625,0.125,0.5714
0_4,0.8229,0.7708,0.875,0.7778,0.8235,0.5594,0.7857
0_5,0.5833,0.6042,0.875,0.6364,0.7368,0.2513,0.6429
0_6,0.5833,0.5,1.0,0.5714,0.7273,0.0,0.5714
0_7,0.6667,0.6042,0.875,0.6364,0.7368,0.2513,0.6429
0_8,0.5111,0.4333,0.6667,0.6,0.6316,-0.1414,0.5
0_9,0.6375,0.6,1.0,0.6667,0.8,0.3651,0.6923
0_Mean,0.6784,0.5971,0.8542,0.6507,0.7333,0.2382,0.6407
0_SD,0.1219,0.106,0.135,0.0717,0.0731,0.2273,0.0936
Mean,0.6784,0.5971,0.8542,0.6507,0.7333,0.2382,0.6407
SD,0.1219,0.106,0.135,0.0717,0.0731,0.2272,0.0936
