,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7658,0.6401,0.2941,0.3125,0.303,0.2887,0.9717
0_1,0.7171,0.6721,0.3529,0.4615,0.4,0.3926,0.9779
0_2,0.8059,0.6727,0.3529,0.5,0.4138,0.4098,0.9791
0_3,0.7898,0.7315,0.4706,0.5714,0.5161,0.5093,0.9815
0_4,0.7503,0.7597,0.5294,0.5294,0.5294,0.5194,0.9803
0_5,0.8865,0.7278,0.4706,0.4,0.4324,0.4208,0.9742
0_6,0.838,0.7897,0.5882,0.5882,0.5882,0.5794,0.9828
0_7,0.847,0.7609,0.5294,0.6,0.5625,0.5549,0.9828
0_8,0.721,0.6487,0.3125,0.2941,0.303,0.2887,0.9717
0_9,0.7399,0.6414,0.2941,0.3571,0.3226,0.311,0.9741
0_Mean,0.7861,0.7045,0.4195,0.4614,0.4371,0.4275,0.9776
0_SD,0.0575,0.0558,0.1104,0.1147,0.1077,0.1096,0.0044
Mean,0.7861,0.7045,0.4195,0.4614,0.4371,0.4275,0.9776
SD,0.0575,0.0558,0.1104,0.1147,0.1077,0.1096,0.0044
