,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7071,0.6087,0.2449,0.3636,0.2927,0.2621,0.9285
0_1,0.766,0.5856,0.2041,0.2857,0.2381,0.2008,0.9211
0_2,0.7732,0.5858,0.2083,0.2632,0.2326,0.1916,0.9185
0_3,0.727,0.5363,0.1042,0.1724,0.1299,0.0923,0.9173
0_4,0.6559,0.5194,0.0625,0.1429,0.087,0.0578,0.9222
0_5,0.7426,0.5644,0.1458,0.35,0.2059,0.1959,0.9333
0_6,0.7423,0.5735,0.1667,0.3478,0.2254,0.2089,0.9321
0_7,0.77,0.5843,0.2041,0.2703,0.2326,0.1925,0.9185
0_8,0.7273,0.5339,0.102,0.1613,0.125,0.0843,0.9136
0_9,0.7281,0.5678,0.1633,0.2759,0.2051,0.1741,0.9235
0_Mean,0.734,0.566,0.1606,0.2633,0.1974,0.166,0.9229
0_SD,0.0349,0.028,0.0574,0.0807,0.0634,0.0653,0.0065
Mean,0.7339,0.566,0.1606,0.2633,0.1974,0.166,0.9229
SD,0.0349,0.028,0.0574,0.0807,0.0633,0.0653,0.0065
