,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7319,0.4993,0.0,0.0,,-0.0024,0.9946
0_1,0.8849,0.5,0.0,,,0.0,0.9959
0_2,0.9288,0.6653,0.3333,0.3333,0.3333,0.3306,0.9946
0_3,0.5421,0.5,0.0,,,0.0,0.9959
0_4,0.6665,0.625,0.25,1.0,0.4,0.499,0.9959
0_5,0.9728,0.5,0.0,,,0.0,0.9946
0_6,0.8233,0.6243,0.25,0.5,0.3333,0.3511,0.9946
0_7,0.6926,0.498,0.0,0.0,,-0.0041,0.9918
0_8,0.9916,0.8333,0.6667,1.0,0.8,0.8159,0.9986
0_9,0.9966,0.666,0.3333,0.5,0.4,0.4063,0.9959
0_Mean,0.8231,0.5911,0.1833,0.4762,0.4533,0.2397,0.9952
0_SD,0.158,0.1126,0.225,0.4131,0.1966,0.2864,0.0017
Mean,0.8231,0.5911,0.1833,0.4762,0.4533,0.2396,0.9952
SD,0.158,0.1126,0.225,0.4131,0.1966,0.2864,0.0017
