,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7313,0.5225,0.0526,0.1429,0.0769,0.0737,0.9704
0_1,0.7045,0.5501,0.1053,0.3333,0.16,0.1769,0.9741
0_2,0.7311,0.5726,0.1579,0.2308,0.1875,0.175,0.9679
0_3,0.7108,0.5771,0.1579,0.5,0.24,0.272,0.9766
0_4,0.7122,0.5501,0.1053,0.3333,0.16,0.1769,0.9741
0_5,0.6812,0.5476,0.1053,0.2,0.1379,0.1304,0.9692
0_6,0.6994,0.5225,0.05,0.2,0.08,0.089,0.9716
0_7,0.7554,0.5476,0.1053,0.2,0.1379,0.1304,0.9691
0_8,0.7749,0.5745,0.1579,0.3,0.2069,0.2043,0.9716
0_9,0.683,0.6259,0.2632,0.3571,0.303,0.2924,0.9716
0_Mean,0.7184,0.559,0.1261,0.2797,0.169,0.1721,0.9716
0_SD,0.0301,0.0304,0.0621,0.1059,0.0693,0.0712,0.0027
Mean,0.7184,0.5591,0.1261,0.2797,0.169,0.1721,0.9716
SD,0.0301,0.0304,0.0621,0.1059,0.0693,0.0712,0.0027
