,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.73,0.6017,0.2174,0.3125,0.2564,0.2429,0.9643
0_1,0.7618,0.6036,0.2174,0.3846,0.2778,0.2739,0.968
0_2,0.5713,0.5177,0.0417,0.1667,0.0667,0.0698,0.9655
0_3,0.6371,0.5372,0.0833,0.2222,0.1212,0.1204,0.9643
0_4,0.712,0.601,0.2083,0.5,0.2941,0.3102,0.9704
0_5,0.7024,0.5179,0.0435,0.1429,0.0667,0.0644,0.9655
0_6,0.6289,0.516,0.0435,0.1,0.0606,0.0482,0.9618
0_7,0.6802,0.5416,0.087,0.4,0.1429,0.1763,0.9704
0_8,0.7771,0.5781,0.1739,0.2222,0.1951,0.1759,0.9593
0_9,0.7138,0.6062,0.2174,0.5556,0.3125,0.3364,0.9729
0_Mean,0.6915,0.5621,0.1333,0.3007,0.1794,0.1819,0.9662
0_SD,0.0635,0.0396,0.08,0.1553,0.1005,0.1057,0.0042
Mean,0.6915,0.5621,0.1333,0.3007,0.1794,0.1818,0.9662
SD,0.0635,0.0396,0.08,0.1553,0.1005,0.1057,0.0042
