,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7959,0.8306,0.6667,0.3333,0.4444,0.4685,0.9932
0_1,0.6995,0.6619,0.3333,0.125,0.1818,0.1989,0.9877
0_2,0.5511,0.4932,0.0,0.0,,-0.0075,0.9823
0_3,0.2292,0.4925,0.0,0.0,,-0.0079,0.9809
0_4,0.9717,0.6564,0.3333,0.0625,0.1053,0.1367,0.9768
0_5,0.8865,0.4945,0.0,0.0,,-0.0067,0.985
0_6,0.9868,0.8306,0.6667,0.3333,0.4444,0.4685,0.9932
0_7,0.8854,0.6653,0.3333,0.3333,0.3333,0.3306,0.9945
0_8,0.8587,0.6598,0.3333,0.0909,0.1429,0.1678,0.9836
0_9,0.8188,0.6209,0.25,0.1429,0.1818,0.1831,0.9877
0_Mean,0.7684,0.6406,0.2917,0.1421,0.262,0.1932,0.9865
0_SD,0.2287,0.1244,0.2461,0.1412,0.1433,0.1811,0.0059
Mean,0.7684,0.6406,0.2917,0.1421,0.262,0.1932,0.9865
SD,0.2287,0.1244,0.2461,0.1412,0.1433,0.1811,0.0059
