,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7383,0.694,0.4286,0.2195,0.2903,0.2812,0.9455
0_1,0.7313,0.6419,0.3333,0.1522,0.209,0.1949,0.9344
0_2,0.7346,0.6174,0.2857,0.1304,0.1791,0.1613,0.9319
0_3,0.5752,0.6077,0.2727,0.1176,0.1644,0.1442,0.9245
0_4,0.6093,0.5949,0.2381,0.1163,0.1562,0.1345,0.9331
0_5,0.6122,0.5955,0.2381,0.119,0.1587,0.1369,0.9343
0_6,0.7296,0.6187,0.2857,0.1364,0.1846,0.1664,0.9343
0_7,0.7432,0.7314,0.5238,0.1864,0.275,0.283,0.9281
0_8,0.7435,0.6079,0.2857,0.0984,0.1463,0.1299,0.9133
0_9,0.7029,0.6342,0.3333,0.1207,0.1772,0.1655,0.9195
0_Mean,0.692,0.6344,0.3225,0.1397,0.1941,0.1798,0.9299
0_SD,0.066,0.0448,0.0899,0.037,0.05,0.0573,0.009
Mean,0.692,0.6344,0.3225,0.1397,0.1941,0.1798,0.9299
SD,0.066,0.0448,0.0899,0.037,0.05,0.0573,0.009
