,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6951,0.6548,0.5429,0.199,0.2912,0.2076,0.7452
0_1,0.6199,0.5679,0.3857,0.1414,0.2069,0.091,0.7149
0_2,0.6762,0.6132,0.4429,0.1792,0.2551,0.1568,0.7507
0_3,0.7304,0.6449,0.5429,0.1863,0.2774,0.1903,0.7273
0_4,0.6854,0.6247,0.4857,0.1799,0.2625,0.1678,0.7369
0_5,0.6513,0.6568,0.5072,0.216,0.303,0.221,0.7779
0_6,0.6883,0.6378,0.5072,0.1872,0.2734,0.1848,0.7434
0_7,0.6691,0.6125,0.4571,0.1739,0.252,0.1528,0.7379
0_8,0.7062,0.6636,0.5714,0.2,0.2963,0.2162,0.7379
0_9,0.7184,0.6412,0.5571,0.1781,0.2699,0.1816,0.709
0_Mean,0.684,0.6317,0.5,0.1841,0.2688,0.177,0.7381
0_SD,0.0324,0.0285,0.0582,0.0198,0.0276,0.0382,0.0192
Mean,0.684,0.6317,0.5,0.1841,0.2688,0.177,0.7381
SD,0.0324,0.0285,0.0582,0.0198,0.0276,0.0382,0.0192
